exercises_id,exercises_decoding,exercises_name,exercises_aliases,exercises_type,exercises_focus,exercises_variation,exercises_motion,exercises_grip,exercises_configuration,exercises_facilitation,exercises_orientation,exercises_equipment,exercises_difficulty
1265,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Bicep Curl  /  with Barbell,,Curl,Bicep,,,,,,,Barbell,
1270,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋","Bicep Curl  /  with Cable Machine, Lat Pulldown Bar, Flat Bench",,Curl,Bicep,,,,,,,"Cable Machine, Lat Pulldown Bar, Flat Bench",
1266,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar⌋","Bicep Curl  /  with Cable Machine, Lat Pulldown Bar",,Curl,Bicep,,,,,,,"Cable Machine, Lat Pulldown Bar",
1255,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar, Inclined Bench⌋","Bicep Curl  /  with Cable Machine, Straight Bar, Inclined Bench",,Curl,Bicep,,,,,,,"Cable Machine, Straight Bar, Inclined Bench",
1252,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar⌋","Bicep Curl  /  with Cable Machine, Straight Bar",,Curl,Bicep,,,,,,,"Cable Machine, Straight Bar",
1263,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Arm Blaster⌋","Bicep Curl  /  with Dumbbells, Arm Blaster",,Curl,Bicep,,,,,,,"Dumbbells, Arm Blaster",
1257,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Bicep Curl  /  with Dumbbells, Flat Bench",,Curl,Bicep,,,,,,,"Dumbbells, Flat Bench",
1260,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Utility Bench⌋","Bicep Curl  /  with Dumbbells, Utility Bench",,Curl,Bicep,,,,,,,"Dumbbells, Utility Bench",
1267,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Bicep Curl  /  with Dumbbells,,Curl,Bicep,,,,,,,Dumbbells,
1264,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Arm Blaster⌋","Bicep Curl  /  with EZ Barbell, Arm Blaster",,Curl,Bicep,,,,,,,"EZ Barbell, Arm Blaster",
1268,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋,Bicep Curl  /  with EZ Barbell,,Curl,Bicep,,,,,,,EZ Barbell,
1258,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Bicep Curl Machine⌋,Bicep Curl  /  with Fixed Bicep Curl Machine,,Curl,Bicep,,,,,,,Fixed Bicep Curl Machine,
1259,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Preacher Curl Machine⌋,Bicep Curl  /  with Fixed Preacher Curl Machine,,Curl,Bicep,,,,,,,Fixed Preacher Curl Machine,
1261,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band, Flat Bench⌋","Bicep Curl  /  with Loop Band, Flat Bench",,Curl,Bicep,,,,,,,"Loop Band, Flat Bench",
1269,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handle⌋","Bicep Curl  /  with Tube Band, D Handle",,Curl,Bicep,,,,,,,"Tube Band, D Handle",
1256,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Backward Sitting⌉ ⌊Dumbbells, Inclined Bench⌋","Bicep Curl  /  at Inclined Backward Sitting Orientation  /  with Dumbbells, Inclined Bench",,Curl,Bicep,,,,,,Inclined Backward Sitting,"Dumbbells, Inclined Bench",
1254,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Inclined Prone Lying⌉ ⌊Dumbbells, Inclined Bench⌋","Bicep Curl  /  at Inclined Prone Lying Orientation  /  with Dumbbells, Inclined Bench",,Curl,Bicep,,,,,,Inclined Prone Lying,"Dumbbells, Inclined Bench",
1274,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","1 Arm Bicep Curl  /  with Cable Machine, D Handle",,Curl,Bicep,,,,1 Arm,,,"Cable Machine, D Handle",
1271,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Abdominal Bench⌋","1 Arm Bicep Curl  /  with Dumbbell, Abdominal Bench",,Curl,Bicep,,,,1 Arm,,,"Dumbbell, Abdominal Bench",
1273,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,1 Arm Bicep Curl  /  with Dumbbell,,Curl,Bicep,,,,1 Arm,,,Dumbbell,
1272,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Tube Band, D Handle, Anchor⌋","1 Arm Bicep Curl  /  with Tube Band, D Handle, Anchor",,Curl,Bicep,,,,1 Arm,,,"Tube Band, D Handle, Anchor",
1275,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbell, Inclined Bench⌋","Alternating Bicep Curl  /  with Dumbbell, Inclined Bench",,Curl,Bicep,,,,Alternating,,,"Dumbbell, Inclined Bench",
1277,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Alternating Bicep Curl  /  with Dumbbells, Flat Bench",,Curl,Bicep,,,,Alternating,,,"Dumbbells, Flat Bench",
1279,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Alternating Bicep Curl  /  with Dumbbells,,Curl,Bicep,,,,Alternating,,,Dumbbells,
1276,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Fixed Bicep Curl Machine⌋,Alternating Bicep Curl  /  with Fixed Bicep Curl Machine,,Curl,Bicep,,,,Alternating,,,Fixed Bicep Curl Machine,
1278,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Free Bar⌋,Alternating Bicep Curl  /  with Free Bar,,Curl,Bicep,,,,Alternating,,,Free Bar,
1280,Curl (Bicep) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Close Grip Bicep Curl  /  with Barbell,,Curl,Bicep,,,Close Grip,,,,Barbell,
1281,Curl (Bicep) ⟮-⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋,Close Grip Bicep Curl  /  with EZ Barbell,,Curl,Bicep,,,Close Grip,,,,EZ Barbell,
1286,Curl (Bicep) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Reverse Grip Bicep Curl  /  with Barbell,,Curl,Bicep,,,Reverse Grip,,,,Barbell,
1287,"Curl (Bicep) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, EZ Handle⌋","Reverse Grip Bicep Curl  /  with Cable Machine, EZ Handle",,Curl,Bicep,,,Reverse Grip,,,,"Cable Machine, EZ Handle",
1288,Curl (Bicep) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Reverse Grip Bicep Curl  /  with Dumbbells,,Curl,Bicep,,,Reverse Grip,,,,Dumbbells,
1289,Curl (Bicep) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋,Reverse Grip Bicep Curl  /  with EZ Barbell,,Curl,Bicep,,,Reverse Grip,,,,EZ Barbell,
1285,"Curl (Bicep) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","1 Arm Reverse Grip Bicep Curl  /  with Cable Machine, D Handle",,Curl,Bicep,,,Reverse Grip,1 Arm,,,"Cable Machine, D Handle",
1284,"Curl (Bicep) ⟮-⟯ [-] ⟨Reverse Grip⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Tube Band, D Handle, Anchor⌋","1 Arm Reverse Grip Bicep Curl  /  with Tube Band, D Handle, Anchor",,Curl,Bicep,,,Reverse Grip,1 Arm,,,"Tube Band, D Handle, Anchor",
1290,Curl (Bicep) ⟮-⟯ [-] ⟨Twisting Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Twisting Grip Bicep Curl  /  with Dumbbells,,Curl,Bicep,,,Twisting Grip,,,,Dumbbells,
1291,Curl (Bicep) ⟮-⟯ [-] ⟨Wide Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Wide Grip Bicep Curl  /  with Barbell,,Curl,Bicep,,,Wide Grip,,,,Barbell,
1292,Curl (Bicep) ⟮-⟯ [-] ⟨Wide Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋,Wide Grip Bicep Curl  /  with EZ Barbell,,Curl,Bicep,,,Wide Grip,,,,EZ Barbell,
1282,"Curl (Bicep) ⟮-⟯ [Downward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋","Downward Bicep Curl  /  with Cable Machine, Lat Pulldown Bar, Flat Bench",,Curl,Bicep,,Downward,,,,,"Cable Machine, Lat Pulldown Bar, Flat Bench",
1306,"Curl (Bicep) ⟮-⟯ [Forward] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Tube Band, D Handle, Anchor⌋","1 Arm Forward Bicep Curl  /  with Tube Band, D Handle, Anchor",,Curl,Bicep,,Forward,,1 Arm,,,"Tube Band, D Handle, Anchor",
1320,"Curl (Bicep) ⟮-⟯ [High] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","High Bicep Curl  /  with Barbell, Flat Bench",,Curl,Bicep,,High,,,,,"Barbell, Flat Bench",
1321,Curl (Bicep) ⟮-⟯ [High] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,High Bicep Curl  /  with Dumbbells,,Curl,Bicep,,High,,,,,Dumbbells,
1322,"Curl (Bicep) ⟮-⟯ [High] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","1 Arm High Bicep Curl  /  with Cable Machine, D Handle",,Curl,Bicep,,High,,1 Arm,,,"Cable Machine, D Handle",
1323,"Curl (Bicep) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋","Lateral Bicep Curl  /  with Cable Crossover Machine, D Handles",,Curl,Bicep,,Lateral,,,,,"Cable Crossover Machine, D Handles",
1324,Curl (Bicep) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Lateral Bicep Curl  /  with Dumbbells,,Curl,Bicep,,Lateral,,,,,Dumbbells,
1283,"Curl (Bicep) ⟮-⟯ [Overhead] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋","Overhead Bicep Curl  /  with Cable Crossover Machine, D Handles",,Curl,Bicep,,Overhead,,,,,"Cable Crossover Machine, D Handles",
1294,"Curl (Bicep) ⟮Bayesian⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle⌋","1 Arm Bayesian Bicep Curl  /  with Cable Machine, D Handle",,Curl,Bicep,Bayesian,,,1 Arm,,,"Cable Machine, D Handle",
1293,"Curl (Bicep) ⟮Bayesian⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Tube Band, D Handle, Anchor⌋","1 Arm Bayesian Bicep Curl  /  with Tube Band, D Handle, Anchor",,Curl,Bicep,Bayesian,,,1 Arm,,,"Tube Band, D Handle, Anchor",
1295,Curl (Bicep) ⟮Box⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Box Bicep Curl  /  with Barbell,,Curl,Bicep,Box,,,,,,Barbell,
1296,Curl (Bicep) ⟮Cheat⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Cheat Bicep Curl  /  with Barbell,,Curl,Bicep,Cheat,,,,,,Barbell,
1298,"Curl (Bicep) ⟮Concentration⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle, Flat Bench⌋","Concentration Bicep Curl  /  with Cable Machine, D Handle, Flat Bench",,Curl,Bicep,Concentration,,,,,,"Cable Machine, D Handle, Flat Bench",
1297,"Curl (Bicep) ⟮Concentration⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tube Band, D Handle, Anchor⌋","Concentration Bicep Curl  /  with Tube Band, D Handle, Anchor",,Curl,Bicep,Concentration,,,,,,"Tube Band, D Handle, Anchor",
1299,"Curl (Bicep) ⟮Concentration⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","1 Arm Concentration Bicep Curl  /  with Dumbbell, Flat Bench",,Curl,Bicep,Concentration,,,1 Arm,,,"Dumbbell, Flat Bench",
1301,Curl (Bicep) ⟮Concentration⟯ [-] ⟨-⟩ ⧼Leg Raising⧽ {-} ⌈-⌉ ⌊Flat Bench⌋,Leg Raising Concentration Bicep Curl  /  with Flat Bench,,Curl,Bicep,Concentration,,,Leg Raising,,,Flat Bench,
1300,"Curl (Bicep) ⟮Concentration⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Flat Bench⌋","Close Grip Concentration Bicep Curl  /  with Barbell, Flat Bench",,Curl,Bicep,Concentration,,Close Grip,,,,"Barbell, Flat Bench",
1302,Curl (Bicep) ⟮Drag⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Drag Bicep Curl  /  with Barbell,,Curl,Bicep,Drag,,,,,,Barbell,
1303,"Curl (Bicep) ⟮Drag⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar⌋","Drag Bicep Curl  /  with Cable Machine, Straight Bar",,Curl,Bicep,Drag,,,,,,"Cable Machine, Straight Bar",
1304,Curl (Bicep) ⟮Drag⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell⌋,Drag Bicep Curl  /  with EZ Barbell,,Curl,Bicep,Drag,,,,,,EZ Barbell,
1305,Curl (Bicep) ⟮Drag⟯ [-] ⟨Wide Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Wide Grip Drag Bicep Curl  /  with Barbell,,Curl,Bicep,Drag,,Wide Grip,,,,Barbell,
1311,"Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Double Tricep Rope⌋","Hammer Bicep Curl  /  with Cable Machine, Double Tricep Rope",,Curl,Bicep,Hammer,,,,,,"Cable Machine, Double Tricep Rope",
1307,"Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Inclined Bench⌋","Hammer Bicep Curl  /  with Dumbbell, Inclined Bench",,Curl,Bicep,Hammer,,,,,,"Dumbbell, Inclined Bench",
1309,"Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Utility Bench⌋","Hammer Bicep Curl  /  with Dumbbell, Utility Bench",,Curl,Bicep,Hammer,,,,,,"Dumbbell, Utility Bench",
1310,"Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Arm Blaster⌋","Hammer Bicep Curl  /  with Dumbbells, Arm Blaster",,Curl,Bicep,Hammer,,,,,,"Dumbbells, Arm Blaster",
1308,"Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋","Hammer Bicep Curl  /  with Dumbbells, Inclined Bench",,Curl,Bicep,Hammer,,,,,,"Dumbbells, Inclined Bench",
1312,Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Hammer Bicep Curl  /  with Dumbbells,,Curl,Bicep,Hammer,,,,,,Dumbbells,
1313,Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Loop Band⌋,Hammer Bicep Curl  /  with Loop Band,,Curl,Bicep,Hammer,,,,,,Loop Band,
1314,Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Tricep Barbell⌋,Hammer Bicep Curl  /  with Tricep Barbell,,Curl,Bicep,Hammer,,,,,,Tricep Barbell,
1315,Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Water Cooler Bottles⌋,Hammer Bicep Curl  /  with Water Cooler Bottles,,Curl,Bicep,Hammer,,,,,,Water Cooler Bottles,
1316,"Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, Single Tricep Rope⌋","1 Arm Hammer Bicep Curl  /  with Cable Machine, Single Tricep Rope",,Curl,Bicep,Hammer,,,1 Arm,,,"Cable Machine, Single Tricep Rope",
1317,Curl (Bicep) ⟮Hammer⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Alternating Hammer Bicep Curl  /  with Dumbbells,,Curl,Bicep,Hammer,,,Alternating,,,Dumbbells,
1319,"Curl (Bicep) ⟮Hammer⟯ [-] ⟨Neutral Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Inclined Bench⌋","Neutral Grip Hammer Bicep Curl  /  with Dumbbells, Inclined Bench",,Curl,Bicep,Hammer,,Neutral Grip,,,,"Dumbbells, Inclined Bench",
1318,Curl (Bicep) ⟮Hammer⟯ [Cross Body] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Alternating Cross Body Hammer Bicep Curl  /  with Dumbbells,,Curl,Bicep,Hammer,Cross Body,,Alternating,,,Dumbbells,
1327,"Curl (Bicep) ⟮Preacher⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Preacher Curl Bench⌋","Preacher Bicep Curl  /  with Barbell, Preacher Curl Bench",,Curl,Bicep,Preacher,,,,,,"Barbell, Preacher Curl Bench",
1328,"Curl (Bicep) ⟮Preacher⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar, Preacher Curl Bench⌋","Preacher Bicep Curl  /  with Cable Machine, Lat Pulldown Bar, Preacher Curl Bench",,Curl,Bicep,Preacher,,,,,,"Cable Machine, Lat Pulldown Bar, Preacher Curl Bench",
1329,"Curl (Bicep) ⟮Preacher⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Preacher Curl Bench⌋","Preacher Bicep Curl  /  with Dumbbells, Preacher Curl Bench",,Curl,Bicep,Preacher,,,,,,"Dumbbells, Preacher Curl Bench",
1326,Curl (Bicep) ⟮Preacher⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Preacher Curl Machine⌋,Preacher Bicep Curl  /  with Fixed Preacher Curl Machine,,Curl,Bicep,Preacher,,,,,,Fixed Preacher Curl Machine,
1331,Curl (Bicep) ⟮Preacher⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Preacher Curl Machine⌋,Preacher Bicep Curl  /  with Lever Preacher Curl Machine,,Curl,Bicep,Preacher,,,,,,Lever Preacher Curl Machine,
1332,"Curl (Bicep) ⟮Preacher⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Machine, D Handle, Preacher Curl Bench⌋","1 Arm Preacher Bicep Curl  /  with Cable Machine, D Handle, Preacher Curl Bench",,Curl,Bicep,Preacher,,,1 Arm,,,"Cable Machine, D Handle, Preacher Curl Bench",
1333,"Curl (Bicep) ⟮Preacher⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Preacher Curl Bench⌋","1 Arm Preacher Bicep Curl  /  with Dumbbell, Preacher Curl Bench",,Curl,Bicep,Preacher,,,1 Arm,,,"Dumbbell, Preacher Curl Bench",
1334,"Curl (Bicep) ⟮Preacher⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Dumbbell, Standing Preacher Curl Bench⌋","1 Arm Preacher Bicep Curl  /  with Dumbbell, Standing Preacher Curl Bench",,Curl,Bicep,Preacher,,,1 Arm,,,"Dumbbell, Standing Preacher Curl Bench",
1335,"Curl (Bicep) ⟮Preacher⟯ [-] ⟨-⟩ ⧼Alternating⧽ {-} ⌈-⌉ ⌊Dumbbells, Preacher Curl Bench⌋","Alternating Preacher Bicep Curl  /  with Dumbbells, Preacher Curl Bench",,Curl,Bicep,Preacher,,,Alternating,,,"Dumbbells, Preacher Curl Bench",
1330,"Curl (Bicep) ⟮Preacher⟯ [-] ⟨Close Grip⟩ ⧼-⧽ {-} ⌈Inclined Forward Sitting⌉ ⌊EZ Barbell, Preacher Curl Bench⌋","Close Grip Preacher Bicep Curl  /  at Inclined Forward Sitting Orientation  /  with EZ Barbell, Preacher Curl Bench",,Curl,Bicep,Preacher,,Close Grip,,,Inclined Forward Sitting,"EZ Barbell, Preacher Curl Bench",
1325,"Curl (Bicep) ⟮Preacher Scott Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Preacher Curl Bench⌋","Preacher Scott Hammer Bicep Curl  /  with Dumbbells, Preacher Curl Bench",,Curl,Bicep,Preacher Scott Hammer,,,,,,"Dumbbells, Preacher Curl Bench",
1336,"Curl (Bicep) ⟮Pulldown⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋","Pulldown Bicep Curl  /  with Cable Machine, Lat Pulldown Bar, Flat Bench",,Curl,Bicep,Pulldown,,,,,,"Cable Machine, Lat Pulldown Bar, Flat Bench",
1338,"Curl (Bicep) ⟮Scott⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Abdominal Bench⌋","Scott Bicep Curl  /  with Dumbbell, Abdominal Bench",,Curl,Bicep,Scott,,,,,,"Dumbbell, Abdominal Bench",
1337,"Curl (Bicep) ⟮Scott Hammer⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Preacher Curl Bench⌋","Scott Hammer Bicep Curl  /  with Dumbbell, Preacher Curl Bench",,Curl,Bicep,Scott Hammer,,,,,,"Dumbbell, Preacher Curl Bench",
1340,"Curl (Bicep) ⟮Spider⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Abdominal Bench⌋","Spider Bicep Curl  /  with EZ Barbell, Abdominal Bench",,Curl,Bicep,Spider,,,,,,"EZ Barbell, Abdominal Bench",
1339,"Curl (Bicep) ⟮Spider⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊EZ Barbell, Standing Preacher Curl Bench⌋","Spider Bicep Curl  /  with EZ Barbell, Standing Preacher Curl Bench",,Curl,Bicep,Spider,,,,,,"EZ Barbell, Standing Preacher Curl Bench",
1341,"Curl (Bicep) ⟮Zottman⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Zottman Bicep Curl  /  with Dumbbells, Flat Bench",,Curl,Bicep,Zottman,,,,,,"Dumbbells, Flat Bench",
1342,Curl (Bicep) ⟮Zottman⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Zottman Bicep Curl  /  with Dumbbells,,Curl,Bicep,Zottman,,,,,,Dumbbells,
1343,"Curl (Bicep) ⟮Zottman⟯ [-] ⟨Reverse Grip⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Flat Bench⌋","Reverse Grip Zottman Bicep Curl  /  with Dumbbells, Flat Bench",,Curl,Bicep,Zottman,,Reverse Grip,,,,"Dumbbells, Flat Bench",
1344,Curl (Finger) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Finger Curl  /  with Barbell,,Curl,Finger,,,,,,,Barbell,
1345,Curl (Finger) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Finger Curl  /  with Dumbbells,,Curl,Finger,,,,,,,Dumbbells,
1350,Curl (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Leg Curl  /  -,,Curl,Leg,,,,,,,-,
1347,"Curl (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Abdominal Bench⌋","Leg Curl  /  with Dumbbell, Abdominal Bench",,Curl,Leg,,,,,,,"Dumbbell, Abdominal Bench",
1353,"Curl (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell, Flat Bench⌋","Leg Curl  /  with Dumbbell, Flat Bench",,Curl,Leg,,,,,,,"Dumbbell, Flat Bench",
1351,Curl (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Horizontal Leg Curl Machine⌋,Leg Curl  /  with Fixed Horizontal Leg Curl Machine,,Curl,Leg,,,,,,,Fixed Horizontal Leg Curl Machine,
1356,Curl (Leg) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Standing Leg Curl Machine⌋,Leg Curl  /  with Lever Standing Leg Curl Machine,,Curl,Leg,,,,,,,Lever Standing Leg Curl Machine,
