id,decoding,title,aliases,categories,subcategories,types,focuses,variations,motions,grips,configurations,facilitations,orientations,equipment,positions,difficulty,source
1197,Clean & Jerk (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Kettlebell⌋,1 Arm Clean & Jerk  /  with Kettlebell,,Strength,Free Weight,Clean & Jerk,,,,,1 Arm,,,Kettlebell,"Partial Squatting, Standing, Squatting",,../Exercises/Clean & Jerk (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Kettlebell⌋
1198,Clean & Press (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Clean & Press  /  with Barbell,,Strength,Free Weight,Clean & Press,,,,,,,,Barbell,"Partial Squatting, Standing, Squatting",,../Exercises/Clean & Press (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
1200,Climber (-) ⟮Mountain⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Mountain Climber  /  -,,"Endurance, Strength",Bodyweight,Climber,,Mountain,,,,,,,High Plank,,../Exercises/Climber (-) ⟮Mountain⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1199,Climber (-) ⟮Mountain⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Suspension Trainer⌋,Mountain Climber  /  with Suspension Trainer,,"Flexibility, Strength",Bodyweight,Climber,,Mountain,,,,,,Suspension Trainer,Reverse Suspended,,../Exercises/Climber (-) ⟮Mountain⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Suspension Trainer⌋
1201,Climber (-) ⟮Mountain⟯ [Cross Body] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Cross Body Mountain Climber  /  -,,"Flexibility, Strength",Bodyweight,Climber,,Mountain,Cross Body,,,,,,High Plank,,../Exercises/Climber (-) ⟮Mountain⟯ [Cross Body] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1202,Climber (-) ⟮Mountain⟯ [High] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,High Mountain Climber  /  -,,"Endurance, Strength",Bodyweight,Climber,,Mountain,High,,,,,,Downward Dog,,../Exercises/Climber (-) ⟮Mountain⟯ [High] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1203,Climber (-) ⟮Mountain⟯ [Vertical] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Vertical Mountain Climber  /  -,,"Balance, Endurance, Strength","Bodyweight, Cardiovascular, Stability",Climber,,Mountain,Vertical,,,,,,1 Leg Standing,,../Exercises/Climber (-) ⟮Mountain⟯ [Vertical] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1204,Climbing (-) ⟮Monkey⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Monkey Bars⌋,Monkey Climbing  /  with Monkey Bars,,Strength,Bodyweight,Climbing,,Monkey,,,,,,Monkey Bars,Hanging,,../Exercises/Climbing (-) ⟮Monkey⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Monkey Bars⌋
1205,Climbing (-) ⟮Rope⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Climbing Rope⌋,Rope Climbing  /  with Climbing Rope,,Strength,Bodyweight,Climbing,,Rope,,,,,,Climbing Rope,Hanging,,../Exercises/Climbing (-) ⟮Rope⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Climbing Rope⌋
1206,Climbing (-) ⟮Stair⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stair Climber Machine⌋,Staff Climbing  /  with Stair Climber Machine,,"Endurance, Strength",Cardiovascular,Climbing,,Stair,,,,,,Stair Climber Machine,Standing,,../Exercises/Climbing (-) ⟮Stair⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stair Climber Machine⌋
1207,Cluster (-) ⟮Crossfit⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Crossfit Cluster  /  with Barbell,,Strength,Free Weight,Cluster,,Crossfit,,,,,,Barbell,"Partial Squatting, Squatting, Full Squatting, Standing",,../Exercises/Cluster (-) ⟮Crossfit⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
1208,Coaster (Ab) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Ab Coaster Machine⌋,Ab Coaster  /  with Lever Ab Coaster Machine,,"Balance, Strength","Bodyweight, Stability",Coaster,Ab,,,,,,,Lever Ab Coaster Machine,"Vertical Kneeling, Sit Kneeling",,../Exercises/Coaster (Ab) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Ab Coaster Machine⌋
1209,Crawl (-) ⟮Bear⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Bear Crawl  /  -,,"Endurance, Strength",Bodyweight,Crawl,,Bear,,,,,,,Downward Dog,,../Exercises/Crawl (-) ⟮Bear⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1210,Cross (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Cross  /  -,,"Endurance, Strength",Cardiovascular,Cross,,,,,,,,,"Standing, Contrapposto Standing",,../Exercises/Cross (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1211,"Cross (-) ⟮Boxing⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Punching Bag, Boxing Gloves⌋","Boxing Cross  /  with Punching Bag, Boxing Gloves",,"Endurance, Strength",Cardiovascular,Cross,,Boxing,,,,,,"Punching Bag, Boxing Gloves","Standing, Contrapposto Standing",,"../Exercises/Cross (-) ⟮Boxing⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Punching Bag, Boxing Gloves⌋"
1212,Cross (-) ⟮Iron⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Iron Cross  /  with Dumbbells,,"Balance, Flexibility, Strength","Free Weight, Stability",Cross,,Iron,,,,,,Dumbbells,"Standing, Squatting",,../Exercises/Cross (-) ⟮Iron⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
1213,"Crossover (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋","Crossover  /  with Cable Crossover Machine, Open D Handles",,"Flexibility, Strength",Weight Machine,Crossover,,,,,,,,"Cable Crossover Machine, Open D Handles",Partial Lunge,,"../Exercises/Crossover (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋"
1215,"Crossover (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handle⌋","1 Arm Crossover  /  with Cable Crossover Machine, Open D Handle",,"Flexibility, Strength",Weight Machine,Crossover,,,,,1 Arm,,,"Cable Crossover Machine, Open D Handle",Athletic,,"../Exercises/Crossover (-) ⟮-⟯ [-] ⟨-⟩ ⧼1 Arm⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handle⌋"
1214,"Crossover (-) ⟮-⟯ [Downward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋","Downward Crossover  /  with Cable Crossover Machine, D Handles",,Strength,Weight Machine,Crossover,,,Downward,,,,,"Cable Crossover Machine, D Handles",Partial Lunge,,"../Exercises/Crossover (-) ⟮-⟯ [Downward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, D Handles⌋"
1217,Crossover (-) ⟮-⟯ [Downward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Sitting Lateral Raise Machine⌋,Downward Crossover  /  with Fixed Sitting Lateral Raise Machine,,Strength,Weight Machine,Crossover,,,Downward,,,,,Fixed Sitting Lateral Raise Machine,Sitting,,../Exercises/Crossover (-) ⟮-⟯ [Downward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Sitting Lateral Raise Machine⌋
1216,"Crossover (-) ⟮-⟯ [Downward] ⟨-⟩ ⧼-⧽ {-} ⌈Athletic⌉ ⌊Cable Crossover Machine, D Handles⌋","Downward Crossover  /  at Athletic Orientation  /  with Cable Crossover Machine, D Handles",,"Flexibility, Strength",Weight Machine,Crossover,,,Downward,,,,Athletic,"Cable Crossover Machine, D Handles",Athletic,,"../Exercises/Crossover (-) ⟮-⟯ [Downward] ⟨-⟩ ⧼-⧽ {-} ⌈Athletic⌉ ⌊Cable Crossover Machine, D Handles⌋"
1218,"Crossover (-) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋","Downward Crossover  /  with Cable Crossover Machine, Open D Handles",,Strength,Weight Machine,Crossover,,,Downward,,,,,"Cable Crossover Machine, Open D Handles",Partial Lunge,,"../Exercises/Crossover (-) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋"
1219,"Crossover (Upper Chest) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋","Upward Upper Chest Crossover  /  with Cable Crossover Machine, Open D Handles",,"Flexibility, Strength",Weight Machine,Crossover,Upper Chest,,Upward,,,,,"Cable Crossover Machine, Open D Handles",Partial Lunge,,"../Exercises/Crossover (Upper Chest) ⟮-⟯ [Upward] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Crossover Machine, Open D Handles⌋"
1226,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Crunch  /  -,,Strength,Bodyweight,Crunch,,,,,,,,,"Raised Knees Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1227,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Ab Rocker⌋,Crunch  /  with Ab Rocker,,Strength,Bodyweight,Crunch,,,,,,,,Ab Rocker,"Raised Knees Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Ab Rocker⌋
1220,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Declined Bench⌋,Crunch  /  with Declined Bench,,Strength,Bodyweight,Crunch,,,,,,,,Declined Bench,Declined Lowered Knees Supine Lying,,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Declined Bench⌋
1228,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell⌋,Crunch  /  with Dumbbell,,Strength,"Bodyweight, Free Weight",Crunch,,,,,,,,Dumbbell,"Raised Knees Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbell⌋
1223,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Abdominal & Back Extension Station⌋,Crunch  /  with Fixed Abdominal & Back Extension Station,,Strength,Weight Machine,Crunch,,,,,,,,Fixed Abdominal & Back Extension Station,"Sitting, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Abdominal & Back Extension Station⌋
1222,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Crunch Machine⌋,Crunch  /  with Fixed Crunch Machine,,Strength,Weight Machine,Crunch,,,,,,,,Fixed Crunch Machine,"Sitting, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Fixed Crunch Machine⌋
1225,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊King Pro Abdominal Bench⌋,Crunch  /  with King Pro Abdominal Bench,,Strength,Bodyweight,Crunch,,,,,,,,King Pro Abdominal Bench,"Raised Legs Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊King Pro Abdominal Bench⌋
1229,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Medicine Ball⌋,Crunch  /  with Medicine Ball,,Strength,Free Weight,Crunch,,,,,,,,Medicine Ball,"Raised Knees Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Medicine Ball⌋
1221,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball⌋,Crunch  /  with Stability Ball,,"Balance, Flexibility, Strength","Bodyweight, Stability",Crunch,,,,,,,,Stability Ball,Inclined Lowered Knees Supine Lying,,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball⌋
1230,"Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Plate, Flat Bench⌋","Crunch  /  with Weight Plate, Flat Bench",,Strength,Free Weight,Crunch,,,,,,,,"Weight Plate, Flat Bench","Raised Knees Supine Lying, Bent",,"../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Weight Plate, Flat Bench⌋"
1224,"Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Standing⌉ ⌊Cable Machine, Double Tricep Rope⌋","Crunch  /  at Standing Orientation  /  with Cable Machine, Double Tricep Rope",,Strength,Weight Machine,Crunch,,,,,,,Standing,"Cable Machine, Double Tricep Rope","Standing, Bent",,"../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Standing⌉ ⌊Cable Machine, Double Tricep Rope⌋"
1231,"Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Vertical Kneeling⌉ ⌊Cable Machine, Double Tricep Rope⌋","Crunch  /  at Vertical Kneeling Orientation  /  with Cable Machine, Double Tricep Rope",,Strength,Weight Machine,Crunch,,,,,,,Vertical Kneeling,"Cable Machine, Double Tricep Rope","Vertical Kneeling, Bent",,"../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈Vertical Kneeling⌉ ⌊Cable Machine, Double Tricep Rope⌋"
1232,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Knee⧽ {-} ⌈-⌉ ⌊-⌋,Raised Knee Crunch  /  -,,"Balance, Strength","Bodyweight, Stability",Crunch,,,,,Raised Knee,,,,"Raised Legs Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Knee⧽ {-} ⌈-⌉ ⌊-⌋
1233,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Straight Leg⧽ {-} ⌈-⌉ ⌊-⌋,Raised Straight Leg Crunch  /  -,,Strength,Bodyweight,Crunch,,,,,Raised Straight Leg,,,,"Raised Legs Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Straight Leg⧽ {-} ⌈-⌉ ⌊-⌋
1247,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Straight Legs⧽ {-} ⌈-⌉ ⌊Wall⌋,Raised Straight Legs Crunch  /  with Wall,,"Flexibility, Strength",Bodyweight,Crunch,,,,,Raised Straight Legs,,,Wall,"Raised Legs Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Raised Straight Legs⧽ {-} ⌈-⌉ ⌊Wall⌋
1234,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Straight Arm⧽ {-} ⌈-⌉ ⌊-⌋,Straight Arm Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,,,,Straight Arm,,,,"Raised Knees Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Straight Arm⧽ {-} ⌈-⌉ ⌊-⌋
1235,Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Twisted⧽ {-} ⌈-⌉ ⌊-⌋,Twisted Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,,,,Twisted,,,,"Lateral Lying, Twisted Bent",,../Exercises/Crunch (-) ⟮-⟯ [-] ⟨-⟩ ⧼Twisted⧽ {-} ⌈-⌉ ⌊-⌋
1246,Crunch (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Wall⌋,Lateral Crunch  /  with Wall,,"Flexibility, Strength",Bodyweight,Crunch,,,Lateral,,,,,Wall,"Partial Squatting, Lateral Bent",,../Exercises/Crunch (-) ⟮-⟯ [Lateral] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Wall⌋
1249,Crunch (-) ⟮-⟯ [Tuck] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Tuck Crunch  /  -,,"Balance, Strength","Bodyweight, Stability",Crunch,,,Tuck,,,,,,"Raised Legs Supine Lying, Bent",,../Exercises/Crunch (-) ⟮-⟯ [Tuck] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1236,Crunch (-) ⟮Air Bicycle⟯ [Twisting] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Twisting Air Bicycle Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,Air Bicycle,Twisting,,,,,,"Raised Legs Supine Lying, Twisted Bent",,../Exercises/Crunch (-) ⟮Air Bicycle⟯ [Twisting] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1239,Crunch (-) ⟮Bicycle⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Bicycle Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,Bicycle,,,,,,,"Raised Legs Supine Lying, Twisted Bent",,../Exercises/Crunch (-) ⟮Bicycle⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1237,Crunch (-) ⟮Bicycle⟯ [Twisting] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Twisting Bicycle Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,Bicycle,Twisting,,,,,,"Raised Legs Supine Lying, Twisted Bent",,../Exercises/Crunch (-) ⟮Bicycle⟯ [Twisting] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1238,Crunch (-) ⟮Bicycle⟯ [Twisting] ⟨-⟩ ⧼Raised Leg⧽ {-} ⌈-⌉ ⌊-⌋,Raised Leg Twisting Bicycle Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,Bicycle,Twisting,,Raised Leg,,,,Raised Legs Supine Lying,,../Exercises/Crunch (-) ⟮Bicycle⟯ [Twisting] ⟨-⟩ ⧼Raised Leg⧽ {-} ⌈-⌉ ⌊-⌋
1240,Crunch (-) ⟮Cross⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Cross Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,Cross,,,,,,,"Raised Knees Supine Lying, Twisted Bent",,../Exercises/Crunch (-) ⟮Cross⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1241,Crunch (-) ⟮Frog⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Frog Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,Frog,,,,,,,"Raised Knees Supine Lying, Bent",,../Exercises/Crunch (-) ⟮Frog⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1242,Crunch (-) ⟮Frog⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball⌋,Frog Crunch  /  with Stability Ball,,"Flexibility, Strength",Free Weight,Crunch,,Frog,,,,,,Stability Ball,"Raised Legs Supine Lying, Bent",,../Exercises/Crunch (-) ⟮Frog⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Stability Ball⌋
1243,Crunch (-) ⟮Full⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Crunch Machine⌋,Full Crunch  /  with Lever Crunch Machine,,Strength,Weight Machine,Crunch,,Full,,,,,,Lever Crunch Machine,"Sitting, Bent",,../Exercises/Crunch (-) ⟮Full⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Lever Crunch Machine⌋
1244,Crunch (-) ⟮Half Cross⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Half Cross Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,Half Cross,,,,,,,"Raised Knee Supine Lying, Twisted Bent",,../Exercises/Crunch (-) ⟮Half Cross⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1245,Crunch (-) ⟮Knee Touch⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Knee Touch Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,,Knee Touch,,,,,,,"Raised Knees Supine Lying, Bent",,../Exercises/Crunch (-) ⟮Knee Touch⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1248,Crunch (-) ⟮Reverse⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Reverse Crunch  /  -,,"Balance, Flexibility, Strength","Bodyweight, Stability",Crunch,,Reverse,,,,,,,"Raised Legs Supine Lying, Reverse Bent",,../Exercises/Crunch (-) ⟮Reverse⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1250,Crunch (Oblique) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋,Oblique Crunch  /  -,,"Flexibility, Strength",Bodyweight,Crunch,Oblique,,,,,,,,"Lateral Lying, Lateral Bent",,../Exercises/Crunch (Oblique) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊-⌋
1251,Curl (-) ⟮Jefferson⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋,Jefferson Curl  /  with Dumbbells,,Strength,Free Weight,Curl,,Jefferson,,,,,,Dumbbells,"Standing, Forward Bent",,../Exercises/Curl (-) ⟮Jefferson⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells⌋
1253,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Abdominal Bench⌋","Bicep Curl  /  with Barbell, Abdominal Bench",,Strength,Free Weight,Curl,Bicep,,,,,,,"Barbell, Abdominal Bench",Inclined Prone Lying,,"../Exercises/Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Abdominal Bench⌋"
1262,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Arm Blaster⌋","Bicep Curl  /  with Barbell, Arm Blaster",,Strength,Free Weight,Curl,Bicep,,,,,,,"Barbell, Arm Blaster",Standing,,"../Exercises/Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell, Arm Blaster⌋"
1265,Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋,Bicep Curl  /  with Barbell,,Strength,Free Weight,Curl,Bicep,,,,,,,Barbell,Standing,,../Exercises/Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Barbell⌋
1270,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋","Bicep Curl  /  with Cable Machine, Lat Pulldown Bar, Flat Bench",,Strength,Weight Machine,Curl,Bicep,,,,,,,"Cable Machine, Lat Pulldown Bar, Flat Bench",Lowered Knees Supine Lying,,"../Exercises/Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar, Flat Bench⌋"
1266,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar⌋","Bicep Curl  /  with Cable Machine, Lat Pulldown Bar",,Strength,Weight Machine,Curl,Bicep,,,,,,,"Cable Machine, Lat Pulldown Bar",Standing,,"../Exercises/Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Lat Pulldown Bar⌋"
1255,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar, Inclined Bench⌋","Bicep Curl  /  with Cable Machine, Straight Bar, Inclined Bench",,Strength,Weight Machine,Curl,Bicep,,,,,,,"Cable Machine, Straight Bar, Inclined Bench",Inclined Backward Sitting,,"../Exercises/Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar, Inclined Bench⌋"
1252,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar⌋","Bicep Curl  /  with Cable Machine, Straight Bar",,Strength,Weight Machine,Curl,Bicep,,,,,,,"Cable Machine, Straight Bar",Full Squatting,,"../Exercises/Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Cable Machine, Straight Bar⌋"
1263,"Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Arm Blaster⌋","Bicep Curl  /  with Dumbbells, Arm Blaster",,Strength,Free Weight,Curl,Bicep,,,,,,,"Dumbbells, Arm Blaster",Standing,,"../Exercises/Curl (Bicep) ⟮-⟯ [-] ⟨-⟩ ⧼-⧽ {-} ⌈-⌉ ⌊Dumbbells, Arm Blaster⌋"
